occurrence_id,collection_id,name,rank,max_ma,min_ma,lon,lat,province,paleo_lon,paleo_lat,formation,quality,collection_methods,diet,time_bins
666812,71803,Lufengosaurus magnus,species,201.3,190.8,102.09417,25.179985,Yunnan,121.8,37.48,Lufeng,,field collection,,Sinemurian
667390,71907,Sinosaurus triassicus,species,201.3,190.8,102.402802,25.530001,Yunnan,122.09,37.86,Lufeng,medium,"selective quarrying,mechanical,field collection",carnivore,Sinemurian
900834,100542,Xixiposaurus suni,species,201.3,190.8,102.320404,25.592993,Yunnan,121.98,37.91,Lufeng,good,field collection,,Sinemurian
1092250,71803,Sinosaurus triassicus,species,201.3,190.8,102.09417,25.179985,Yunnan,121.8,37.48,Lufeng,,field collection,carnivore,Sinemurian
1625161,229977,Sinosaurus triassicus,species,201.3,190.8,102.120239,25.183153,Yunnan,121.83,37.48,Lufeng,,field collection,carnivore,Sinemurian
1625163,229976,Sinosaurus triassicus,species,201.3,190.8,101.98333,25.15,Yunnan,121.68,37.43,Lufeng,,"surface (in situ),field collection",carnivore,Sinemurian
472008,46903,Jingshanosaurus xinwaensis,species,201.3,199.3,102.083,25.132999,Yunnan,120.18,37.77,Lufeng,variable,"selective quarrying,mechanical,field collection",,Hettangian
490781,49501,Lufengosaurus huenei,species,201.3,199.3,102.084496,25.168743,Yunnan,120.17,37.8,Lufeng,good,"selective quarrying,mechanical,field collection",,Hettangian
490782,49501,Lufengosaurus magnus,species,201.3,199.3,102.084496,25.168743,Yunnan,120.17,37.8,Lufeng,good,"selective quarrying,mechanical,field collection",,Hettangian
490785,49503,Lufengosaurus huenei,species,201.3,199.3,102.090401,25.175985,Yunnan,120.18,37.81,Lufeng,,field collection,,Hettangian
490786,49503,Gyposaurus sinensis,species,201.3,199.3,102.090401,25.175985,Yunnan,120.18,37.81,Lufeng,,field collection,herbivore,Hettangian
490787,49503,Lufengosaurus magnus,species,201.3,199.3,102.090401,25.175985,Yunnan,120.18,37.81,Lufeng,,field collection,,Hettangian
490789,49503,Sinosaurus triassicus,species,201.3,199.3,102.090401,25.175985,Yunnan,120.18,37.81,Lufeng,,field collection,carnivore,Hettangian
492832,49779,Chinshakiangosaurus chunghoensis,species,201.3,199.3,101.416702,26.1667,Yunnan,119.22,38.7,Fengjiahe,medium,"mechanical,field collection",herbivore,Hettangian
513242,51909,Eshanosaurus deguchiianus,species,201.3,199.3,102.401901,24.173901,Yunnan,120.71,36.86,Lufeng,medium,"selective quarrying,mechanical,field collection",herbivore,Hettangian
519606,52848,Grallator limosus,species,201.3,199.3,102.296112,24.463888,Yunnan,120.54,37.13,Fengjiahe,,"selective quarrying,surface (in situ),field collection",carnivore,Hettangian
519609,52848,Kayentapus xiaohebaensis,species,201.3,199.3,102.296112,24.463888,Yunnan,120.54,37.13,Fengjiahe,,"selective quarrying,surface (in situ),field collection",carnivore,Hettangian
519610,52848,Eubrontes monax,species,201.3,199.3,102.296112,24.463888,Yunnan,120.54,37.13,Fengjiahe,,"selective quarrying,surface (in situ),field collection",carnivore,Hettangian
519611,52848,Eubrontes platypus,species,201.3,199.3,102.296112,24.463888,Yunnan,120.54,37.13,Fengjiahe,,"selective quarrying,surface (in situ),field collection",carnivore,Hettangian
519612,52848,Eubrontes,genus,201.3,199.3,102.296112,24.463888,Yunnan,120.54,37.13,Fengjiahe,,"selective quarrying,surface (in situ),field collection",carnivore,Hettangian
519613,52848,Theropoda,unranked clade,201.3,199.3,102.296112,24.463888,Yunnan,120.54,37.13,Fengjiahe,,"selective quarrying,surface (in situ),field collection",carnivore,Hettangian
539205,56155,Yimenosaurus youngi,species,201.3,199.3,102.542198,24.355,Yunnan,120.84,37.06,Fengjiahe,variable,"selective quarrying,surface (in situ),mechanical,field collection",herbivore,Hettangian
902174,101071,Jingshanosaurus xinwaensis,species,201.3,199.3,102.146523,24.956287,Yunnan,120.28,37.6,Lufeng,good,field collection,,Hettangian
1092070,49501,Yunnanosaurus huangi,species,201.3,199.3,102.084496,25.168743,Yunnan,120.17,37.8,Lufeng,good,"selective quarrying,mechanical,field collection",,Hettangian
1092071,49501,Sinosaurus triassicus,species,201.3,199.3,102.084496,25.168743,Yunnan,120.17,37.8,Lufeng,good,"selective quarrying,mechanical,field collection",carnivore,Hettangian
1092073,49501,Gyposaurus sinensis,species,201.3,199.3,102.084496,25.168743,Yunnan,120.17,37.8,Lufeng,good,"selective quarrying,mechanical,field collection",herbivore,Hettangian
1092254,49503,Yunnanosaurus huangi,species,201.3,199.3,102.090401,25.175985,Yunnan,120.18,37.81,Lufeng,,field collection,,Hettangian
1299065,173377,Lufengosaurus huenei,species,201.3,199.3,102.082504,24.957121,Yunnan,120.21,37.59,Lufeng,good,survey of museum collection,,Hettangian
1299066,173377,Sauropoda,unranked clade,201.3,199.3,102.082504,24.957121,Yunnan,120.21,37.59,Lufeng,good,survey of museum collection,herbivore,Hettangian
1299067,173377,Yunnanosaurus,genus,201.3,199.3,102.082504,24.957121,Yunnan,120.21,37.59,Lufeng,good,survey of museum collection,,Hettangian
1299069,173377,Prosauropoda,unranked clade,201.3,199.3,102.082504,24.957121,Yunnan,120.21,37.59,Lufeng,good,survey of museum collection,herbivore,Hettangian
1347918,182630,Anomoepus,genus,201.3,199.3,102,24.941944,Yunnan,120.12,37.57,Lufeng,,"surface (in situ),field collection,observed (not collected)",herbivore,Hettangian
1402790,193500,Shuangbaisaurus anlongbaoensis,species,201.3,199.3,101.63839,24.686272,Yunnan,119.76,37.26,Fengjiahe,good,"surface (in situ),field collection",carnivore,Hettangian
1406778,194385,Xingxiulong chengi,species,201.3,199.3,102.073402,25.131474,Yunnan,120.16,37.76,Lufeng,,,,Hettangian
1407038,49501,Panguraptor lufengensis,species,201.3,199.3,102.084496,25.168743,Yunnan,120.17,37.8,Lufeng,good,"selective quarrying,mechanical,field collection",carnivore,Hettangian
1625162,173377,Sinosaurus triassicus,species,201.3,199.3,102.082504,24.957121,Yunnan,120.21,37.59,Lufeng,good,survey of museum collection,carnivore,Hettangian
474638,47081,Gyposaurus sinensis,species,199.3,190.8,104.083298,25.683331,Yunnan,124.36,38.13,Lufeng,medium,"selective quarrying,field collection",herbivore,Sinemurian
492822,49773,Gyposaurus sinensis,species,199.3,190.8,102.097412,25.173765,Yunnan,122.21,37.38,Lufeng,,"selective quarrying,mechanical,field collection",herbivore,Sinemurian
492823,49773,Lufengosaurus huenei,species,199.3,190.8,102.097412,25.173765,Yunnan,122.21,37.38,Lufeng,,"selective quarrying,mechanical,field collection",,Sinemurian
492824,49773,Lufengosaurus magnus,species,199.3,190.8,102.097412,25.173765,Yunnan,122.21,37.38,Lufeng,,"selective quarrying,mechanical,field collection",,Sinemurian
492831,49778,Prosauropoda,unranked clade,199.3,190.8,102.107147,25.168604,Yunnan,122.22,37.38,Lufeng,,"selective quarrying,mechanical,field collection",herbivore,Sinemurian
566799,49776,Gyposaurus sinensis,species,199.3,190.8,101.958885,25.141666,Yunnan,122.06,37.33,Lufeng,,"selective quarrying,mechanical,field collection",herbivore,Sinemurian
566800,59352,Lufengosaurus magnus,species,199.3,190.8,102.096237,25.164042,Yunnan,122.21,37.37,Lufeng,,"surface (float),field collection",,Sinemurian
566801,59348,Lufengosaurus magnus,species,199.3,190.8,102.120239,25.183153,Yunnan,122.23,37.39,Lufeng,,"peel or thin section,field collection",,Sinemurian
621557,66926,Sinosaurus triassicus,species,199.3,190.8,102.076118,25.178595,Yunnan,122.18,37.38,Lufeng,medium,field collection,carnivore,Sinemurian
621558,66926,Gyposaurus sinensis,species,199.3,190.8,102.076118,25.178595,Yunnan,122.18,37.38,Lufeng,medium,field collection,herbivore,Sinemurian
621559,66926,Lufengosaurus huenei,species,199.3,190.8,102.076118,25.178595,Yunnan,122.18,37.38,Lufeng,medium,field collection,,Sinemurian
621560,66926,Lufengosaurus magnus,species,199.3,190.8,102.076118,25.178595,Yunnan,122.18,37.38,Lufeng,medium,field collection,,Sinemurian
621561,66926,Yunnanosaurus huangi,species,199.3,190.8,102.076118,25.178595,Yunnan,122.18,37.38,Lufeng,medium,field collection,,Sinemurian
621562,66926,Yunnanosaurus robustus,species,199.3,190.8,102.076118,25.178595,Yunnan,122.18,37.38,Lufeng,medium,field collection,,Sinemurian
666808,71802,Lufengosaurus magnus,species,199.3,190.8,102.117439,25.180843,Yunnan,122.23,37.39,Lufeng,,field collection,,Sinemurian
666818,71802,Lufengosaurus huenei,species,199.3,190.8,102.117439,25.180843,Yunnan,122.23,37.39,Lufeng,,field collection,,Sinemurian
668546,72091,Megapnosaurus,genus,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,survey of museum collection",carnivore,Sinemurian
691650,72091,Thyreophora,unranked clade,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,survey of museum collection",herbivore,Sinemurian
735590,72091,Prosauropoda,unranked clade,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,survey of museum collection",herbivore,Sinemurian
735596,72091,Lufengosaurus huenei,species,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,survey of museum collection",,Sinemurian
735731,72091,Coelophysoidea,superfamily,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,survey of museum collection",carnivore,Sinemurian
735732,72091,Gyposaurus sinensis,species,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,survey of museum collection",herbivore,Sinemurian
735733,72091,Lufengosaurus huenei,species,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,survey of museum collection",,Sinemurian
735734,72091,Lufengosaurus magnus,species,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,survey of museum collection",,Sinemurian
735735,72091,Lufengosaurus,genus,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,survey of museum collection",,Sinemurian
735736,72091,Yunnanosaurus huangi,species,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,survey of museum collection",,Sinemurian
735737,72091,Yunnanosaurus robustus,species,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,survey of museum collection",,Sinemurian
735738,72091,Yunnanosaurus,genus,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,survey of museum collection",,Sinemurian
735739,72091,Sinosaurus triassicus,species,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,survey of museum collection",carnivore,Sinemurian
735801,78993,Gyposaurus sinensis,species,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,field collection,survey of museum collection",herbivore,Sinemurian
735802,78993,Lufengosaurus huenei,species,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,field collection,survey of museum collection",,Sinemurian
735803,78993,Lufengosaurus magnus,species,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,field collection,survey of museum collection",,Sinemurian
735804,78993,Lufengosaurus,genus,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,field collection,survey of museum collection",,Sinemurian
735805,78993,Yunnanosaurus huangi,species,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,field collection,survey of museum collection",,Sinemurian
735806,78993,Yunnanosaurus robustus,species,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,field collection,survey of museum collection",,Sinemurian
735807,78993,Sinosaurus triassicus,species,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,field collection,survey of museum collection",carnivore,Sinemurian
735808,78993,Yunnanosaurus,genus,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,field collection,survey of museum collection",,Sinemurian
735809,78994,Lufengosaurus huenei,species,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,,"mechanical,survey of museum collection",,Sinemurian
735810,78994,Lufengosaurus,genus,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,,"mechanical,survey of museum collection",,Sinemurian
751337,78993,Thyreophora,unranked clade,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,field collection,survey of museum collection",herbivore,Sinemurian
840217,93193,Thyreophora,unranked clade,199.3,190.8,102.083336,25.15,Yunnan,122.19,37.35,Lufeng,medium,survey of museum collection,herbivore,Sinemurian
853632,94783,Lufengosaurus huenei,species,199.3,190.8,102.080002,20.18,Yunnan,119.96,31.73,Lufeng,poor,field collection,,Sinemurian
1092085,49773,Sauropodomorpha,unranked clade,199.3,190.8,102.097412,25.173765,Yunnan,122.21,37.38,Lufeng,,"selective quarrying,mechanical,field collection",,Sinemurian
1092249,49773,Sinosaurus triassicus,species,199.3,190.8,102.097412,25.173765,Yunnan,122.21,37.38,Lufeng,,"selective quarrying,mechanical,field collection",carnivore,Sinemurian
1092251,59348,Lufengosaurus huenei,species,199.3,190.8,102.120239,25.183153,Yunnan,122.23,37.39,Lufeng,,"peel or thin section,field collection",,Sinemurian
1092252,49773,Sinosaurus triassicus,species,199.3,190.8,102.097412,25.173765,Yunnan,122.21,37.38,Lufeng,,"selective quarrying,mechanical,field collection",carnivore,Sinemurian
1092253,49773,Yunnanosaurus huangi,species,199.3,190.8,102.097412,25.173765,Yunnan,122.21,37.38,Lufeng,,"selective quarrying,mechanical,field collection",,Sinemurian
1092255,47081,Yunnanosaurus huangi,species,199.3,190.8,104.083298,25.683331,Yunnan,124.36,38.13,Lufeng,medium,"selective quarrying,field collection",,Sinemurian
1092256,49773,Yunnanosaurus robustus,species,199.3,190.8,102.097412,25.173765,Yunnan,122.21,37.38,Lufeng,,"selective quarrying,mechanical,field collection",,Sinemurian
1092257,49773,Yunnanosaurus robustus,species,199.3,190.8,102.097412,25.173765,Yunnan,122.21,37.38,Lufeng,,"selective quarrying,mechanical,field collection",,Sinemurian
1092267,59348,Sinosaurus triassicus,species,199.3,190.8,102.120239,25.183153,Yunnan,122.23,37.39,Lufeng,,"peel or thin section,field collection",carnivore,Sinemurian
1092269,49775,Sinosaurus triassicus,species,199.3,190.8,102.066666,25.15,Yunnan,122.18,37.35,Lufeng,,field collection,carnivore,Sinemurian
1092278,137353,Prosauropoda,unranked clade,199.3,190.8,102.058891,25.14889,Yunnan,122.17,37.35,Lufeng,,field collection,herbivore,Sinemurian
1092279,72091,Sauropoda,unranked clade,199.3,190.8,102.107323,25.172689,Yunnan,122.22,37.38,Lufeng,medium,"mechanical,survey of museum collection",herbivore,Sinemurian
1092280,49773,Coelophysoidea,superfamily,199.3,190.8,102.097412,25.173765,Yunnan,122.21,37.38,Lufeng,,"selective quarrying,mechanical,field collection",carnivore,Sinemurian
1348084,182648,Eubrontes pareschequier,species,199.3,190.8,102.113472,24.998835,Yunnan,122.25,37.21,Lufeng,medium,"surface (in situ),peel or thin section,field collection,observed (not collected)",carnivore,Sinemurian
1439378,200934,Yizhousaurus sunae,species,199.3,190.8,102.033333,25,Yunnan,122.16,37.2,Lufeng,,,,Sinemurian
1476508,206023,Lufengosaurus,genus,199.3,190.8,102.136497,25.214701,Yunnan,122.24,37.42,Lufeng,,"surface (in situ),field collection",,Sinemurian
1555711,49773,Massopoda,unranked clade,199.3,190.8,102.097412,25.173765,Yunnan,122.21,37.38,Lufeng,,"selective quarrying,mechanical,field collection",,Sinemurian
1559573,220069,Shenmuichnus wangi,species,199.3,190.8,102.014442,24.932501,Yunnan,122.15,37.13,Lufeng,,"surface (in situ),observed (not collected)",herbivore,Sinemurian
1559574,220069,Theropoda,unranked clade,199.3,190.8,102.014442,24.932501,Yunnan,122.15,37.13,Lufeng,,"surface (in situ),observed (not collected)",carnivore,Sinemurian
1514312,211303,Irisosaurus yimenensis,species,190.8,182.7,102.237389,24.648998,Yunnan,124.64,33.32,Fengjiahe,good,"surface (in situ),mechanical,field collection",,Pliensbachian
1574690,222638,Yunnanosaurus youngi,species,190.8,182.7,101.90889,25.947222,Yunnan,124.06,34.56,Fengjiahe,good,"selective quarrying,mechanical,field collection",,Pliensbachian
1587547,224340,Grallator,genus,190.8,182.7,102.262901,24.473,Yunnan,124.7,33.15,Fengjiahe,medium,"surface (in situ),observed (not collected)",carnivore,Pliensbachian
1587548,224341,Grallator,genus,190.8,182.7,102.262901,24.473,Yunnan,124.7,33.15,Fengjiahe,medium,"surface (in situ),observed (not collected)",carnivore,Pliensbachian
1587549,224341,Kayentapus xiaohebaensis,species,190.8,182.7,102.262901,24.473,Yunnan,124.7,33.15,Fengjiahe,medium,"surface (in situ),observed (not collected)",carnivore,Pliensbachian
1587550,224342,Grallator,genus,190.8,182.7,102.262901,24.473,Yunnan,124.7,33.15,Fengjiahe,medium,"surface (in situ),observed (not collected)",carnivore,Pliensbachian
1587551,224342,Kayentapus,genus,190.8,182.7,102.262901,24.473,Yunnan,124.7,33.15,Fengjiahe,medium,"surface (in situ),observed (not collected)",carnivore,Pliensbachian
1587552,224343,Grallator,genus,190.8,182.7,102.262901,24.473,Yunnan,124.7,33.15,Fengjiahe,medium,"surface (in situ),observed (not collected)",carnivore,Pliensbachian
1587553,224343,Kayentapus xiaohebaensis,species,190.8,182.7,102.262901,24.473,Yunnan,124.7,33.15,Fengjiahe,medium,"surface (in situ),observed (not collected)",carnivore,Pliensbachian
1597446,211303,Yuxisaurus kopchicki,species,190.8,182.7,102.237389,24.648998,Yunnan,124.64,33.32,Fengjiahe,good,"surface (in situ),mechanical,field collection",herbivore,Pliensbachian
575503,60495,Grallatoridae,family,182.7,168.3,104.709167,29.355556,Sichuan,125.8,33.02,Ziliujing,,"surface (in situ),field collection,observed (not collected)",carnivore,Toarcian
915065,103971,Liujianpus shunan,species,182.7,168.3,105.81472,24.0425,Sichuan,128.64,28.2,Ziliujing,medium,"surface (in situ),observed (not collected)",,Toarcian
1348078,103971,Eubrontes,genus,182.7,168.3,105.81472,24.0425,Sichuan,128.64,28.2,Ziliujing,medium,"surface (in situ),observed (not collected)",carnivore,Toarcian
1454101,103971,Grallator,genus,182.7,168.3,105.81472,24.0425,Sichuan,128.64,28.2,Ziliujing,medium,"surface (in situ),observed (not collected)",carnivore,Toarcian
1607816,227430,Cetiosauridae,family,182.7,168.3,104.823898,29.393101,Sichuan,125.9,33.09,Ziliujing,,survey of museum collection,herbivore,Toarcian
1108919,140362,Sauropoda,unranked clade,182.7,170.3,106.30265,29.576471,Chongqing,127.45,33.77,Ziliujing,,survey of museum collection,herbivore,Toarcian
1108920,140363,Sauropoda,unranked clade,182.7,170.3,106.395569,29.805027,Chongqing,127.47,34.01,Ziliujing,,survey of museum collection,herbivore,Toarcian
1519617,212359,Sanxiasaurus modaoxiensis,species,182.7,170.3,108.730553,30.931389,Chongqing,129.47,35.63,Xintiangou,,,herbivore,Toarcian
1524760,213455,Yunyangosaurus puanensis,species,182.7,170.3,108.917221,30.861668,Chongqing,129.68,35.61,Xintiangou,,,carnivore,Toarcian
492836,49782,Sauropoda,unranked clade,182.7,174.1,106.552803,29.562799,Chongqing,127.84,33.94,Ziliujing,,field collection,herbivore,Toarcian
513498,51980,Gongxianosaurus shibeiensis,species,182.7,174.1,104.783302,28.35,Sichuan,126.41,32.38,Ziliujing,good,"selective quarrying,field collection",,Toarcian
513499,51980,Theropoda,unranked clade,182.7,174.1,104.783302,28.35,Sichuan,126.41,32.38,Ziliujing,good,"selective quarrying,field collection",carnivore,Toarcian
572009,60040,Sauropoda,unranked clade,182.7,174.1,106.552803,29.562799,Chongqing,127.84,33.94,Ziliujing,,field collection,herbivore,Toarcian
1108351,140254,Sanpasaurus yaoi,species,182.7,174.1,104.61821,29.549822,Sichuan,125.89,33.51,Ziliujing,medium,"selective quarrying,surface (in situ),field collection",herbivore,Toarcian
1108353,140254,Stegosauria,unranked clade,182.7,174.1,104.61821,29.549822,Sichuan,125.89,33.51,Ziliujing,medium,"selective quarrying,surface (in situ),field collection",herbivore,Toarcian
1108354,140255,Sanpasaurus yaoi,species,182.7,174.1,104.61821,29.549822,Sichuan,125.89,33.51,Ziliujing,medium,"surface (float),field collection",herbivore,Toarcian
1108355,140256,Sanpasaurus yaoi,species,182.7,174.1,104.61821,29.549822,Sichuan,125.89,33.51,Ziliujing,medium,"surface (float),field collection",herbivore,Toarcian
1586539,224181,Anomoepus,genus,182.7,174.1,105.585999,27.406,Guizhou,127.49,31.64,Ziliujing,medium,"surface (in situ),observed (not collected)",herbivore,Toarcian
